,Index_page,ID,Date_publication,Title_and_author,Language_of_the_work,Word,Chapter,Hits,Requiered_tags,Additionnal_tags
67,109,44407732,20 Jan 2023, But as long as there are stars above you by sweaterboy ,English,"2,264",1/?,272,| Not Rated| Choose Not To Use Archive Warnings| F/M| Work in Progress|,|Creator Chose Not To Use Archive WarningsRobin Buckley/Steve HarringtonSteve HarringtonAutistic Robin Buckley Codependent Robin Buckley & Steve Harrington Mutual Pining Fluff and Angst Slow Build Steve Harrington is a Sweetheart robin buckley has a crush on steve harrington?! steve harrington has a crush on robin buckley?!|
68,109,41592252,20 Jan 2023, Let's Fuck Because I'm Dying by whyiotto ,English,"6,301",2/2,983,| Explicit| No Archive Warnings Apply| M/M| Complete Work|,|No Archive Warnings ApplyBilly Hargrove/Eddie Munson Jonathan Byers/Steve Harrington/Nancy WheelerEddie Munson Billy Hargrove Gareth (Stranger Things) Jeff (Stranger Things) Caleb (I named the unamed freak) Steve Harrington Nancy Wheeler Jonathan Byers Jason Carver Tommy HaganStoncy is mentioned Soft Dom Eddie Munson Dom Eddie Munson Top Eddie Munson Brat Billy Hargrove Bottom Billy Hargrove Gay Billy Hargrove Gay Eddie Munson Edging Overstimulation crying sex Tears in a sexy way Painful Sex BDSM Light BDSM Billy Hargrove Being an Asshole Eddie Munson is a Sweetheart Handcuffs Rough Sex Hand Jobs Blow Jobs Anal Fingering Anal Sex Cock Rings Multiple Orgasms Raw Sex Unsafe Sex no beta we die like men Aftercare Cock Warming Large Cock Come as Lube Spit As Lube Smut Fluff and Smut Sub Billy Hargrove|
69,109,40402749,20 Jan 2023, A Metalhead’s Guide to Breeding Your Wife by littlebrownbat ,English,"33,043",19/?,17316,| Explicit| No Archive Warnings Apply| F/M| Work in Progress|,|No Archive Warnings ApplyEddie Munson/You Eddie Munson/ReaderEddie MunsonEstablished Relationship Domestic Fluff Eddie Munson is Whipped Eddie Munson is a Dungeon Master (Dungeons & Dragons) Eddie Munson Wears Glasses Not Canon Compliant Breeding Praise Kink Menstruation fem!reader - Freeform Fluff and Smut husband!eddiemunson Married Couple Aged-Up Character(s) Pregnancy Blow Jobs Cunnilingus Comeplay Lactation eddie munson loves tits offbeat - Freeform Female Ejaculation Masturbation|
70,109,44403523,20 Jan 2023, Eddie Munson's Guide to Befriending Strange Fish Creatures by xo_wilbur ,English,644,1/?,325,"| Not Rated| Choose Not To Use Archive Warnings| M/M, Gen| Work in Progress|",|Creator Chose Not To Use Archive WarningsSteve Harrington/Eddie Munson Eddie Munson & The Party Steve Harrington & Dustin Henderson Robin Buckley & Steve Harrington Eddie Munson & Wayne MunsonSteve Harrington Eddie Munson Robin Buckley Dustin Henderson The Party (Stranger Things) Wayne Munsonmerfolk Mermaids mermaid Steve Harrington Human Eddie Munson No Vecna (Stranger Things) First Meetings Mythical Beings & Creatures Alternate Universe - Canon Divergence Alternate Universe - Merpeople Fantasy Steve Harrington Has Powers Supernatural Elements Eddie Munson is a Mess Eddie Munson is Bad at Feelings Dustin Henderson is a Little Shit Steve Harrington is a Sweetheart Nonverbal Communication nonverbal steve harrington Pre-Relationship Not Canon Compliant Other Additional Tags to Be Added Warnings May Change|
71,109,44400838,20 Jan 2023, with every beat of my heart by ghosttotheparty ,English,"3,439",1/1,1202,| General Audiences| No Archive Warnings Apply| M/M| Complete Work|,|No Archive Warnings ApplySteve Harrington/Eddie MunsonEddie Munson Steve HarringtonEmotional Hurt/Comfort Past Child Abuse Implied/Referenced Character Death Grief/Mourning Anger Crying Panic Attacks Love|
72,109,43024071,20 Jan 2023, aren't we? by dykejoon ,English,"92,117",8/?,29684,"| Explicit| No Archive Warnings Apply| Gen, M/M, Multi| Work in Progress|","|No Archive Warnings ApplySteve Harrington/Eddie Munson Steve Harrington & The Party Robin Buckley & Steve HarringtonSteve Harrington Eddie Munson Robin Buckley Nancy Wheeler Dustin Henderson The Party (Stranger Things)Alpha/Beta/Omega Dynamics yknow for fun Found Family Tooth-Rotting Fluff this is just indulgent domestic bullshit Everyone loves Steve Eddie Munson Has a Crush on Steve Harrington Eddie Munson is a Sweetheart Further Steve Harrington is a Sweetheart i wanted to explore a lot of platonic and familial abo dynamics that often go unexplored Alpha Eddie Munson Omega Steve Harrington mama steve (real) the party calls him mom as a running joke but how much of a joke is it really. took canon out back and put it down like a sick dog Eddie Munson Lives vecna lost big time Blind Maxine ""Max"" Mayfield max walks with a cane and also brains people with it (deserved) Misunderstandings Miscommunication Angst with a Happy Ending Steve Harrington-centric Platonic Soulmates Robin Buckley & Steve Harrington Steve Harrington Is a Mess steve harrington yearns for a big family and so help me god he gets one no beta we die like Chrissy steve is eddie's angel copious use of italics and also run on sentences oops love me a run on sentence hold eddie's beer THE PORN HAS MADE LANDFALL!!!!!!!! Top Eddie Munson Bottom Steve Harrington Dirty Talk Praise Kink Breeding Kink Vaginal Fingering Frottage Laughter During Sex Steve Has Great Tits and eddies a tit guy so basically he won Blowjobs Cunnilingus|"
73,109,41636433,20 Jan 2023, Crayons and Cassettes by comfort_writing ,English,"42,901",13/?,3301,| Explicit| Choose Not To Use Archive Warnings| F/M| Work in Progress|,"|Creator Chose Not To Use Archive WarningsEddie Munson/You Eddie Munson/ReaderEddie Munson Wayne Munson Steve Harrington Robin Buckley Will Byers Mike Wheeler Eleven | Jane Hopper Maxine ""Max"" Mayfield Lucas SinclairSingle Parent Eddie Munson|"
74,109,44405332,20 Jan 2023," upon us all, a little rain must fall by oftirnanog ",English,"53,132",11/11,7820,| Explicit| No Archive Warnings Apply| M/M| Complete Work|,"|No Archive Warnings ApplySteve Harrington/Eddie MunsonRobin Buckley Nancy Wheeler Dustin Henderson Lucas Sinclair Erica Sinclair Maxine ""Max"" Mayfield Jim ""Chief"" Hopper Joyce Byers Mike Wheeler Will Byers Jonathan Byers Argyle (Stranger Things) Eleven | Jane Hopper Wayne MunsonFix-It Slow Burn Mutual Pining Minor Robin Buckley/Nancy Wheeler References to Canon Everybody Lives except barb Getting Together Bisexual Steve Harrington Gay Eddie Munson Bisexual Nancy Wheeler Other Additional Tags to Be Added Rating May Change Period-Typical Homophobia Recreational Drug Use Nightmares Cohabitation Steve Harrington Has Bad Parents Good Uncle Wayne Munson POV Steve Harrington Panic Attacks Eddie Munson Has ADHD Sexual Tension Grinding Cockblock Robin Buckley Awkward Boners Hand Jobs|"
75,109,44405977,20 Jan 2023, i am the son and heir (of nothing in particular) by rocks_and_dead_flowers ,English,"3,971",1/1,285,"| Teen And Up Audiences| Choose Not To Use Archive Warnings, No Archive Warnings Apply| F/M, Gen, M/M| Complete Work|",|Creator Chose Not To Use Archive Warnings No Archive Warnings ApplySteve Harrington/Eddie MunsonSteve Harrington Eddie MunsonPre-Relationship Pre-Canon steve and nancy relationship is mentioned bc of the time era this is set in Underage Drinking no beta we die like a new stranger things character Rooftop Talk Drunken Confessions not romantic tho :( eddie caring more about steve than steve's friends Oneshot|
76,109,44130930,20 Jan 2023, We Can Never Go Back to Before by Englevinger ,English,"15,018",1/?,216,"| Not Rated| Major Character Death| M/M, Multi| Work in Progress|","|Major Character DeathWill Byers/Original Male Character(s) Will Byers/Mike Wheeler Joyce Byers/Jim ""Chief"" Hopper Robin Buckley/Vickie Eleven | Jane Hopper/Mike WheelerThis is my version of season 5 Angst Will Byers-centric Post-Season/Series 04 Trauma Sad Ending Found Family Canon-Typical Violence Period-Typical Homophobia Internalized Homophobia Homophobic Language I really struggle with tags Slow Burn Unrequited Love Not Actually Unrequited Love Aged-Up Character(s) Other Additional Tags to Be Added Tags May Change Romance but the details are hazy right now Emotional Hurt/Comfort Hurt No Comfort Original Character(s)|"
77,109,44408182,20 Jan 2023, Worth the Risk by hardboiledleggs ,English,"3,075",1/1,622,| Teen And Up Audiences| No Archive Warnings Apply| M/M| Complete Work|,|No Archive Warnings ApplySteve Harrington/Eddie Munson Eddie Munson & Dustin Henderson Eddie Munson & Wayne MunsonEddie Munson Steve Harrington Dustin Henderson Nancy Wheeler Robin Buckley Wayne MunsonFix-It First Kiss Eddie Munson Lives Protective Wayne Munson Love Confessions|
78,109,44408443,20 Jan 2023, A Radiant Light by TheBatchild ,English,"6,164",1/15,40,"| Explicit| No Archive Warnings Apply| F/M, M/M, Multi| Work in Progress|","|No Archive Warnings ApplySteve Harrington/Eddie Munson/Original Female Character(s) Steve Harrington/Eddie Munson/Bathsheba Carver Eddie Munson/Original Female Character(s) Eddie Munson/Bathsheba Carver Steve Harrington/Original Female Character(s) Steve Harrington/Bathsheba Carver Robin Buckley/Chrissy Cunningham Joyce Byers/Jim ""Chief"" Hopper Jonathan Byers/Nancy WheelerOriginal Female Character(s) Bathsheba Carver Eddie Munson Steve Harrington Robin Buckley Chrissy Cunningham Nancy Wheeler Joyce Byers Jim ""Chief"" Hopper Eleven | Jane Hopper Maxine ""Max"" Mayfield Will Byers Jonathan Byers Jason CarverBeauty and the Beast–inspired Alternate Universe Alternate Universe - Fantasy Bisexual Steve Harrington Bisexual Eddie Munson Monsterfucking Biting Scratching clawplay Sub Steve Harrington Dom Eddie Munson Sadistic Eddie Munson Masochist Bathsheba Carver Reluctant Sadist Steve Harrington Switch Bathsheba Carver Blood and Injury Bloodplay curse Curse Breaking|"
79,109,44407549,19 Jan 2023, Rainy Days<3 by ChickenStripsAndSimps ,English,"1,082",1/1,792,| General Audiences| No Archive Warnings Apply| M/M| Complete Work|,|No Archive Warnings ApplySteve Harrington/Eddie MunsonSteve Harrington Eddie MunsonEddie Munson is a Sweetheart Soft Eddie Munson Age Regression Little Steve Harrington Age Play Little Steve Harrington Non-Sexual Age Play Soft Steve Harrington Pet Names Age Regression/De-Aging Hurt/Comfort Emotional Hurt/Comfort Fluff and Angst Fluff Domestic Fluff Angst with a Happy Ending Lovey-Dovey How Do I Tag I Wrote This Instead of Sleeping I'm Bad At Summaries I'm Bad At Tagging Cute Ending Literal Sleeping Together Cooking No Smut Little Steve Harrington Established Steve Harrington/Eddie Munson Light Angst Littles cargivers idk - Freeform|
80,110,43370112,20 Jan 2023, Kiss Me Deadly by ShmeddieShmunson ,English,"162,572",28/?,11777,| Explicit| No Archive Warnings Apply| F/M| Work in Progress|,"|No Archive Warnings ApplyEddie Munson & Original Female Character(s) Steve Harrington/Original Female Character(s) Eddie Munson/Original Female Character(s)Eddie Munson Steve Harrington Dustin Henderson Mike Wheeler Lucas Sinclair Maxine ""Max"" Mayfield Jason Carver Chrissy Cunningham Robin Buckley Wayne Munson Claudia HendersonSlow Burn Friends to Lovers Fluff Eventual Smut Romantic Soulmates Making Love Making Out Dirty Talk Fluff and Smut Idiots in Love Implied/Referenced Character Death|"
81,110,43621890,20 Jan 2023, Hunted. by Plantmom09 ,English,"3,418",2/?,267,"| Not Rated| Graphic Depictions Of Violence, Major Character Death| F/F, F/M, M/M| Work in Progress|","|Graphic Depictions Of Violence Major Character DeathSteve Harrington/Eddie Munson Robin Buckley/Chrissy Cunningham/Vickie/Nancy Wheeler Joyce Byers/Jim ""Chief"" Hopper Will Byers/Mike Wheeler Eleven | Jane Hopper/Mike Wheeler Will Byers & Eleven | Jane HopperEddie Munson Steve Harrington Jim ""Chief"" Hopper Robin Buckley Vickie (Stranger Things) Nancy Wheeler Dustin Henderson Mike Wheeler Will Byers Joyce Byers Billy Hargrove Maxine ""Max"" Mayfield Jonathan Byers Bob Newby (Stranger Things)Alternate Universe - Fantasy Alternate Universe - Everyone Lives/Nobody Dies Alternate Universe - No Upside Down (Stranger Things) Hurt/Comfort Body Dysphoria Protective Steve Harrington Protective Eddie Munson Chrissy Cunningham & Eddie Munson Friendship Steve Harrington is a Sweetheart Dustin Henderson is the Best Eddie Munson is a Merman The Byers Family are Merfolk Jane Hopper is a Siren Steve Harrington is Having a Heart Attack Period-Typical Racism Period Typical Attitudes Violence It Gets Worse Before It Gets Better Accidental Marriage Steve Harrington Accidentally Marries Eddie Munson Possessive Eddie Munson Eddie Munson is a badass BAMF Chrissy Cunningham Good Friend Robin Buckley Body Horror Blood and Violence|"
82,110,40408713,20 Jan 2023," Song of Devotion, of Vengeance, of Redemption by roguegoose (goosegirl823) ",English,"8,052",5/?,257,| Mature| Choose Not To Use Archive Warnings| M/M| Work in Progress|,"|Creator Chose Not To Use Archive WarningsSteve Harrington/Eddie MunsonSteve Harrington Eddie Munson Robin Buckley Dustin Henderson Lucas Sinclair Mike Wheeler Will Byers Eleven | Jane Hopper Maxine ""Max"" Mayfield Erica Sinclair Nancy Wheeler Jonathan ByersBisexual Steve Harrington Gay Eddie Munson corroded coffin is back together! Robin Buckley is a good friend Platonic Soulmates sexuality crisis speedrun Everybody Lives Other Additional Tags to Be Added Tags May Change Slow Burn ramping up the rating at light speed i want them to bang and dont know how to get there Steve Harrington Has Bad Parents angst (but like. not a lot) Literal Sleeping Together Internalized Homophobia background ronance|"
83,110,44404366,20 Jan 2023, lookin' at me in the 7-eleven by andiwriteordie ,English,"6,042",1/1,2181,| Teen And Up Audiences| Choose Not To Use Archive Warnings| M/M| Complete Work|,|Creator Chose Not To Use Archive WarningsWill Byers/Mike WheelerWill Byers Mike WheelerSeason/Series 04 Canon Compliant Pre-Relationship Mutual Pining Light Angst Will Byers Loves Mike Wheeler Friends to Lovers Falling In Love POV Will Byers Episode: s04e02 Vecna's Curse (Stranger Things) Sneaking Out Sharing Clothes Inspired by a Lizzy McAlpine Song Nostalgia Pining|
84,110,44235556,20 Jan 2023, Baby I Love You - Mileven One Shots by baby__venus ,English,"5,092",2/?,402,| Mature| Underage| F/M| Work in Progress|,"|UnderageEleven | Jane Hopper/Mike Wheeler Eleven | Jane Hopper & Mike WheelerMike Wheeler Eleven | Jane Hopper Joyce Byers Jim ""Chief"" Hopper Karen Wheeler Ted Wheeler (Stranger Things) Nancy Wheeler Jonathan Byers Jancy's Daughter Will Byers Dustin Henderson Lucas Sinclair Maxine ""Max"" MayfieldFluff Angst Comfort Nightmares Jealousy Goodbyes Cute Sleepy Cuddles Forehead Kisses Eventual Smut First Time Apologies Making Out Teen Mileven Aged-Up Mileven one shots Love Teen Romance Future mileven adult mileven College 80s 90s Mileven Week Stranger Things Spoilers Lime Spice pregnant el|"
85,110,44402341,19 Jan 2023, The Crucifixion of Eddie Munson by RioRiley ,English,"4,012",1/1,164,"| Mature| Graphic Depictions Of Violence, Major Character Death| No category| Complete Work|",|Graphic Depictions Of Violence Major Character DeathSteve Harrington & Eddie Munson Jason Carver & Patrick McKinney Jason Carver/Chrissy Cunningham Steve Harrington/Eddie MunsonEddie Munson Jason Carver Patrick McKinney Chance (Stranger Things) Andy (Stranger Things) Dustin Henderson Wayne MunsonTorture Crucifixion Hurt No Comfort Pain Whump Hurt Eddie Munson Jason Carver Being an Asshole Inaccurate Christianity Dead Dove: Do Not Eat Grief/Mourning Angst Major Character Injury|
86,110,44401963,19 Jan 2023, There's Comfort At the Bottom of a Swimming Pool by anactualswamp ,English,"141,744",29/30,10142,| Explicit| Graphic Depictions Of Violence| M/M| Work in Progress|,"|Graphic Depictions Of ViolenceSteve Harrington/Eddie MunsonSteve Harrington Eddie Munson Robin Buckley Dustin Henderson Nancy Wheeler Jim ""Chief"" Hopper Joyce Byers Maxine ""Max"" Mayfield Will ByersFluff and Angst Hurt/Comfort Slow Burn Falling In Love Post-Canon Post-Traumatic Stress Disorder - PTSD Steve Harrington Has Brain Damage Bisexual Steve Harrington Gay Eddie Munson POV Steve Harrington vague proofreading no beta we live on the edge of the quarry Savior Complex idiots to lovers Friends to Lovers Idiots in Love Sexuality Crisis Disassociation Panic Gay Panic both kinds of panic for various reasons steve has trauma they all have trauma Demisexual Steve Harrington steve does not understand without context eddie doesn't know that Implied/Referenced Self-Harm two traumatized boys just figuring each other out honestly Robin Buckley & Steve Harrington Friendship Stoner Eddie Munson Recreational Drug Use casual stoner steve harrington Fluff and Smut steve's dad is homophobic Homophobic Language Implied/Referenced Suicide|"
87,110,44402860,19 Jan 2023, Always Look on The Upside (of the Tip Jar) by Capriciously_Terminal ,English,"3,509",1/1,669,"| General Audiences| No Archive Warnings Apply| Gen, M/M| Complete Work|",|No Archive Warnings ApplyRobin Buckley & Steve Harrington Joyce Byers & Steve Harrington Steve Harrington/Eddie MunsonSteve Harrington Robin Buckley Joyce Byers Eddie MunsonAlternate Universe - Coffee Shops & Cafés Barista!Steve Harrington Barista!Robin Buckley Chef!Joyce Byers The Upside of Life AU Fluff Flirting Flirting Through Shift Drinks Coffee Professional Robin Buckley Customer Service Professional Steve Harrington A Way to Say I Love You Joyce Byers' Restaurant: Staffed Entirely by Teens Eddie Munson: Proves His Worth As a Romantic Partner Through His Constitution Score Slice of Life|
88,110,44404528,20 Jan 2023, Footnote by lesbiansalways_w1n ,English,"3,316",1/1,264,| Teen And Up Audiences| Choose Not To Use Archive Warnings| F/F| Complete Work|,"|Creator Chose Not To Use Archive WarningsRobin Buckley/Nancy Wheeler Robin Buckley/Original Female Character(s)Nancy Wheeler Robin Buckley Karen Wheeler Ted Wheeler (Stranger Things) Mike Wheeler Barbara ""Barb"" Holland Original CharactersLesbian Character Canon Lesbian Character Angst Light Angst Religious Guilt religious trauma Internalized Homophobia Internalized Lesbophobia Inspired by Music Inspired by a Conan Gray Song Lesbophobia Implied/Referenced Homophobia Homophobia Homophobic Language lesbophobic slurs Lesbophobic parents Abusive Parents homophobic parents Inspired by a Conan Gray album|"
89,110,44148657,19 Jan 2023, Cherry Bomb // BillyxSteve by CupOfTeaStories ,English,"39,659",11/11,2819,| Mature| Graphic Depictions Of Violence| F/M| Complete Work|,"|Graphic Depictions Of ViolenceBilly Hargrove/Steve HarringtonBilly Hargrove Steve Harrington Nancy Wheeler Dustin Henderson Mike Wheeler Eleven | Jane Hopper Maxine ""Max"" Mayfield Lucas SinclairGenderbending Billy Hargrove Being an Asshole Billy Hargrove is Bad at Feelings Hurt Steve Harrington Steve Harrington is a Sweetheart Steve Harrington Needs a Hug Good Babysitter Steve Harrington Steve Harrington & Dustin Henderson Friendship|"
90,110,43351233,19 Jan 2023, Fresh Start Fever by aryanightshade ,English,"159,858",17/42,16910,"| Mature| Graphic Depictions Of Violence, Major Character Death| F/F, M/M| Work in Progress|","|Graphic Depictions Of Violence Major Character DeathSteve Harrington/Eddie Munson Robin Buckley/Chrissy Cunningham Chrissy Cunningham & Eddie Munson Eddie Munson & The Party Steve Harrington & Maxine ""Max"" MayfieldSteve Harrington Eddie Munson Robin Buckley Chrissy Cunningham Dustin Henderson Lucas Sinclair Maxine ""Max"" Mayfield Nancy WheelerNancy 'always strapped' Wheeler Chrissy Cunningham & Eddie Munson Friendship Post-Traumatic Stress Disorder - PTSD Drug Use Depression Homophobia Internalized Homophobia Blood and Gore Bisexual Steve Harrington Steve Harrington Needs a Hug Character Study minor Robin/Chrissy Slow Burn the slowest of burns you've ever seen Dead Dove: Do Not Eat Body Horror Addiction Whump Steve Harrington Whump Alternate Universe - Canon Divergence Hurt/Comfort Emotional/Psychological Abuse Self-Harm Past Sexual Abuse welcome to me actually talking about Steve's trauma Implied/Referenced Child Abuse Suicidal Thoughts Queer Eddie Munson Gay Eddie Munson The Fruity Four becomes the fruity five Eating Disorders Panic Attacks Angst Chrissy Cunningham Lives Season 4 Rewrite season 5 rewrite Chrissy Cunningham Needs a Hug Metalhead Chrissy Cunningham Grief/Mourning Trauma|"
91,110,43774789,20 Jan 2023, The notes he left for us by Kaeyasimp_22 ,English,"1,274",3/11,468,| Teen And Up Audiences| Major Character Death| M/M| Work in Progress|,"|Major Character DeathWill Byers/Mike Wheeler Mike Wheeler & Nancy Wheeler Maxine ""Max"" Mayfield & Mike Wheeler Mike Wheeler & EveryoneMike Wheeler Maxine ""Max"" Mayfield Eleven | Jane Hopper Will Byers Joyce Byers Jonathan Byers Nancy Wheeler Lucas Sinclair Dustin Henderson Robin Buckley Steve Harrington Ted Wheeler (Stranger Things) Karen WheelerDead Mike Wheeler Mike Wheeler Loves Will Byers Hurt Will Byers Will Byers Needs a Hug Suicide Suicide Notes The Quarry (Stranger Things) Hurt No Comfort No beta lol Self-Harm Implied/Referenced Self-Harm Suicidal Thoughts Mike Wheeler Needs a Hug well can’t really do that if he’s dead Bad Parent Ted Wheeler (Stranger Things) Nancy Wheeler Needs a Hug Everyone Needs A Hug|"
92,110,42179529,20 Jan 2023, The Boy Who Cried Zombie by IronWolf11 ,English,"16,021",7/?,379,"| General Audiences| No Archive Warnings Apply, Graphic Depictions Of Violence| Other| Work in Progress|","|No Archive Warnings Apply Graphic Depictions Of ViolenceWill Byers/Mike Wheeler Jonathan Byers/Nancy Wheeler Joyce Byers/Jim ""Chief"" Hopper Will Byers & Eleven | Jane Hopper Will Byers & Maxine ""Max"" Mayfield Will Byers & Lucas Sinclair Argyle & Nancy Wheeler Mike Wheeler & Nancy Wheeler Maxine ""Max"" Mayfield/Lucas SinclairNancy Wheeler Mike Wheeler Will Byers Jonathan Byers Joyce Byers Jim ""Chief"" Hopper Eleven | Jane Hopper Argyle (Stranger Things) Maxine ""Max"" Mayfield Lucas Sinclair Steve Harrington Robin Buckley Dustin Henderson Murray BaumanNancy Wheeler Has a Gun Will Byers Has a Gun Will Byers Has a Crush on Mike Wheeler Platonic Eleven | Jane Hopper & Mike Wheeler Will Byers & Maxine ""Max"" Mayfield Friendship Step-Siblings Will Byers & Eleven | Jane Hopper Good Parent Jim ""Chief"" Hopper Slow Burn Friends to Lovers It Gets Worse Before It Gets Better Eating Disorder Will Byers Needs a Hug Mike Wheeler Needs a Hug Fix-It Road Trip! upside down - Freeform will byers - Freeform Vecna - Freeform best friends to friends to enimies to lovers|"
93,110,44404303,20 Jan 2023, i don’t want to watch the world end with anyone but you by kickassfu  for OonionChiver ,English,"3,324",3/?,522,| Explicit| Graphic Depictions Of Violence| M/M| Work in Progress|,|Graphic Depictions Of ViolenceSteve Harrington/Eddie MunsonSteve Harrington Eddie MunsonAlternate Universe - Zombie Apocalypse POV Eddie Munson Angst with a Happy Ending Hurt/Comfort Fluff No Plot Only Vibes moments in time very introspective Alternate Universe - No Upside Down (Stranger Things) Getting Together Eventual Smut idk how descriptive the violence will get but just in case Cussing i'll add tags as i go Hand Jobs Cuddling & Snuggling Kissing Neck Kissing Emotional Hurt/Comfort|
94,110,40831575,20 Jan 2023," ""for you."" -henderhop by enbybyers ",English,324,1/1,53,"| Not Rated| Choose Not To Use Archive Warnings, No Archive Warnings Apply| F/M| Complete Work|","|Creator Chose Not To Use Archive Warnings No Archive Warnings ApplyEleven | Jane Hopper/Dustin HendersonEleven | Jane Hopper Dustin Henderson Jim ""Chief"" HopperPansexual Dustin Henderson Pansexual Eleven | Jane Hopper Drabble Forehead Kisses Surprise Kissing|"
95,110,44242661,19 Jan 2023," eighty-six, baby by ghosttotheparty ",English,"3,213",1/1,1089,| Teen And Up Audiences| No Archive Warnings Apply| M/M| Complete Work|,|No Archive Warnings ApplySteve Harrington/Eddie MunsonSteve Harrington Eddie MunsonCanon Compliant Pre-Season/Series 04 New Year's Kiss First Kiss Implied/Referenced Child Abuse Recreational Drug Use Shotgunning Teenage Rebellion except hes like twenty let him have it|
96,110,44402158,20 Jan 2023, Occupy My Mind by red_crate ,English,"3,739",1/1,807,| Teen And Up Audiences| No Archive Warnings Apply| M/M| Complete Work|,|No Archive Warnings ApplySteve Harrington/Eddie MunsonAlternate Universe - Canon Divergence Eddie Munson Lives Characters Play Dungeons & Dragons Pre-Slash Flirting Dom/sub Undertones Biting POV Steve Prompt Fill|
97,110,44403823,19 Jan 2023, The Vampire in Hawkins by Ballybear2 ,English,"8,037",4/?,127,| Mature| Graphic Depictions Of Violence| F/M| Work in Progress|,"|Graphic Depictions Of ViolenceEddie Munson/Reader Eddie Munson/You Eddie Munson & Reader Jonathan Byers/Nancy WheelerSteve Harrington Billy Hargrove Maxine ""Max"" Mayfield Mike Wheeler Nancy Wheeler Will Byers Jonathan Byers Dustin Henderson Lucas Sinclair Reader vampire reader - Character John Winchester Dean Winchester Sam Winchester Robin Buckley Captain America (briefly mentioned) James “Bucky” Barnes (briefly mentioned) Samuel Colt Steve Rogers (briefly mentioned)Mindflayer The Upside Down (Stranger Things) they both live Vampires Monsters Supernatural Hunters Eventual Smut Slow Burn Season/Series 03 Season/Series 04 The Colt (Supernatural) Familiars|"
98,110,44104818,20 Jan 2023, pas de deux by cunninghams ,English,"23,064",7/9,4905,| Explicit| No Archive Warnings Apply| F/M| Work in Progress|,|No Archive Warnings ApplyChrissy Cunningham/Eddie MunsonEddie Munson Chrissy Cunningham Steve Harrington Jonathan Byers Nancy Wheeler Original Female Character(s) Robin Buckley Heather Holloway Eden Bingham Wayne MunsonChildhood friends to strangers to lovers girl dad!eddie munson ballet instructor!chrissy exotic dancer!chrissy Alternate Universe - No Upside Down (Stranger Things) Sexual Tension Pining Eddie Munson is a Mess Sex work is work! Other Additional Tags to Be Added slowish burn Angst Fist Fights First Kiss Semi-Public Sex Fingerfucking Explicit Sexual Content|
99,110,41753721,20 Jan 2023, Group Therapy by curiositydooropened ,English,"15,462",1/1,294,| Mature| No Archive Warnings Apply| F/M| Complete Work|,|No Archive Warnings ApplySteve Harrington/ReaderSteve Harrington Joyce Byers Robin Buckley Eddie Munson Erica Sinclair Dustin HendersonTherapy Angst Minor Character Death Post-Traumatic Stress Disorder - PTSD Trauma Nudity Public Nudity|
100,111,44400385,20 Jan 2023, Together by IwannaCuddle_myd0g ,English,"1,022",1/?,106,"| Teen And Up Audiences| Choose Not To Use Archive Warnings| F/F, Gen, M/M| Work in Progress|","|Creator Chose Not To Use Archive WarningsSteve Harrington/Eddie Munson Robin Buckley/Nancy Wheeler Robin Buckley & Steve HarringtonSteve Harrington Eddie Munson Dustin Henderson Lucas Sinclair Mike Wheeler Eleven | Jane Hopper Will Byers Robin Buckley Nancy Wheeler Maxine ""Max"" Mayfield Jonathan Byers Original CharactersParent Steve Harrington Teacher Steve Harrington Teacher Eddie Munson Teacher Robin Buckley Divorce No proof read Fluff|"
101,111,44401291,20 Jan 2023," in the dream, i don't tell anyone (i'm afraid to wake you up) by infiniteorangepeel ",English,"19,271",1/1,3015,| Explicit| No Archive Warnings Apply| M/M| Complete Work|,"|No Archive Warnings ApplySteve Harrington/Eddie MunsonSteve Harrington Eddie Munson Jim ""Chief"" Hopper Robin Buckley Steve Harrington's Parents Wayne Munson Nancy Wheeler Dustin Henderson Eleven | Jane Hopper Mike Wheeler Will Byers Jonathan Byers Joyce Byers Lucas Sinclair Maxine ""Max"" Mayfield Chrissy Cunningham Vecna (Stranger Things)Top Eddie Munson Bottom Steve Harrington Dom Eddie Munson Mean Dom Eddie Munson Soft Dom Eddie Munson putting both because at this point i feel like he's a solid mix he's a soft dom with a bit of a mean side what can I say Robin Buckley & Steve Harrington Friendship Steve Harrington Is a Mess Steve Harrington is Not Okay Steve Harrington Has Daddy Issues Eddie Munson Lives Eddie Munson Has Issues Steve Harrington Has Head Trauma Steve Harrington Has a Praise Kink Smut Shameless Smut Angst and Fluff and Smut Daddy Kink First Time Anal Sex Rough Sex Gay Sex Mildly Dubious Consent Feminization Dom/sub Confessions Sexual Roleplay Steve Harrington Whump Eddie Munson Whump Protective Eddie Munson Idiots in Love Tragic Romance Angst and Tragedy Steve Harrington Needs Therapy Sub Steve Harrington Dirty Talk Frotting Endgame Steve Harrington/Eddie Munson|"
102,111,44380561,20 Jan 2023, lovesick by eddiesashtray ,English,705,1/1,350,| General Audiences| No Archive Warnings Apply| Other| Complete Work|,|No Archive Warnings ApplyEddie Munson/Reader Eddie Munson & Reader Eddie Munson/You Eddie Munson/Original Character(s)Eddie Munson Reader YouEddie Munson Fluff Eddie Munson is a Sweetheart|
