,Index_page,ID,Date_publication,Title_and_author,Language_of_the_work,Word,Chapter,Hits,Requiered_tags,Additionnal_tags
30,127,43733055,17 Jan 2023, The Party (Extended) by seago ,English,"1,689",3/?,780,| Not Rated| No Archive Warnings Apply| No category| Work in Progress|,"|No Archive Warnings ApplyWill Byers/Mike Wheeler Maxine ""Max"" Mayfield/Lucas Sinclair Robin Buckley/Vickie Jonathan Byers/Nancy Wheeler Steve Harrington/Eddie Munson Joyce Byers/Jim ""Chief"" Hopper most of these are minor! i dont wanna clog the feed but i want to let you guys know theyre here but they do get their own plot points/scenes! Eleven | Jane Hopper/Maxine ""Max"" Mayfield ok i might have changed my mind on the ships but theres lumax and elmax? max is dating lucas and el with consent well not currently its endgame / established thoughMike Wheeler Will Byers Jonathan Byers Nancy Wheeler Maxine ""Max"" Mayfield Eddie Munson Robin Buckley Vickie (Stranger Things) Lucas Sinclair Steve Harrington Dustin Henderson Eleven | Jane Hopper Argyle (Stranger Things) Ted Wheeler (Stranger Things) Karen Wheeler Joyce Byers Jim ""Chief"" Hopper Lonnie ByersTexting Everyone Is Gay like- everyone ted wheeler is homophobic but i dont count him as a person same w/the bullies i guess and some other minor characters the main characters be fruity af tho Mike Wheeler Loves Will Byers Gay Will Byers Step-Siblings Will Byers & Eleven | Jane Hopper Alternate Universe - Modern Setting Will Byers & Maxine ""Max"" Mayfield Friendship He/Him and They/Them Pronouns for Mike Wheeler im so happy thats a tag frfr Angst Fluff Romantic Fluff Soulmates Requited Love Gay Panic Resolved Romantic Tension why isnt that a tag Bisexual Lucas Sinclair Bisexual Maxine ""Max"" Mayfield Bisexual Dustin Henderson Bisexual Mike Wheeler all my homies bi frfr (not el tho!!) Pansexual Eleven | Jane Hopper No Smut I Was Drunk When I Wrote This not really - Freeform i was sleep deprived when i wrote this but only half the first chapter im gonna write like 18 chapters one day and forget to write the next /j|"
31,127,44268355,17 Jan 2023, the words we held back by mogiah ,English,"27,584",3/3,5319,| Teen And Up Audiences| Choose Not To Use Archive Warnings| M/M| Complete Work|,"|Creator Chose Not To Use Archive WarningsWill Byers/Mike WheelerWill Byers Mike Wheeler Holly Wheeler Eleven | Jane Hopper Jonathan Byers Karen Wheeler Joyce Byers Jim ""Chief"" Hopper Nancy Wheeler Lucas Sinclair Dustin HendersonFluff and Angst Matchmaking Miscommunication Interruption Trope First Kiss Post-Season/Series 04 The Talk Getting Together Title from a Taylor Swift Song|"
32,127,44111050,17 Jan 2023," I will be your fool, I'll perform for you. by andienotannie ",English,"7,668",5/7,3212,"| Teen And Up Audiences| Choose Not To Use Archive Warnings| F/F, F/M, M/M| Work in Progress|","|Creator Chose Not To Use Archive WarningsSteve Harrington/Eddie Munson Steve Harrington & The Party Maxine ""Max"" Mayfield/Lucas Sinclair Will Byers/Mike Wheeler Steve Harrington & Steve Harrington's MotherSteve Harrington Eddie Munson Robin Buckley Nancy Wheeler Dustin Henderson Mike Wheeler Will Byers Maxine ""Max"" Mayfield Lucas Sinclair Steve Harrington's MotherBisexual Steve Harrington Gay Eddie Munson Bisexual Nancy Wheeler Lesbian Robin Buckley Singer Steve Harrington Post-Stranger Things 4 Vol. 2 Eddie Munson Lives Good Babysitter Steve Harrington Steve Harrington is a Sweetheart Steve Harrington Wears Nail Polish The Party Loves Steve Harrington Eddie Munson Loves Steve Harrington Steve Harrington Loves Eddie Munson Past Steve Harrington/Nancy Wheeler Robin Buckley & Steve Harrington Friendship Steve Harrington Wears Makeup POV Eddie Munson POV Steve Harrington Post-Vecna (Stranger Things) Minor Robin Buckley/Nancy Wheeler Domestic Fluff Pre-Relationship Aware of Own Bisexuality Steve Harrington Love Confessions Idiots in Love The Author Regrets Nothing Steve Harrington Loves The Party no beta we die like papa Djo's music Inspired by djo's DECIDE album Guitarist Eddie Munson Twenty twenty album- djo Italian Steve Harrington Steve Harringtons parents Steves mom is actually a good mom Dungeons & Dragons References Author only knows a little about d&d Literal Sleeping Together Eddie Munson Calls Steve Harrington Pet Names Steve Harrington likes Led Zeppelin how is that not a tag? We love Andrea Harrington|"
33,127,41965398,17 Jan 2023," for this gift, I do feel blessed by wheatisstillwheat ",English,"83,858",17/?,39983,| Explicit| No Archive Warnings Apply| M/M| Work in Progress|,|No Archive Warnings ApplySteve Harrington/Eddie MunsonSteve Harrington Eddie Munson Robin Buckley Dustin Henderson various and sundry band members Argyle (Stranger Things) Murray BaumanAlternate Universe - Modern Setting Alternate Universe - Rock Band Chance Meetings famous Eddie Oblivious Steve Harrington Eddie's band makes it big Steve has no idea who he is Mistaken Identity Sort Of Light Angst listen it's my story so there will be light angst but mostly - Freeform Meet-Cute Falling In Love Eventual Smut Light Dom/sub Sub Steve Harrington Soft Dom Eddie Munson Fluff and Smut Oral Sex Shibari Hand Jobs Steve Harrington Has a Praise Kink Babygirl Steve Harrington Feminization only mild Anal Sex Anal Fingering Cock Warming Spit Kink Kink Negotiation Christmas Fluff for like one chapter|
34,127,43762522,17 Jan 2023, You’ve Got the Cinema by flopsicle ,English,"129,859",25/25,11665,"| Explicit| Choose Not To Use Archive Warnings| F/F, M/M| Complete Work|","|Creator Chose Not To Use Archive WarningsSteve Harrington/Eddie Munson Jonathan Byers/Nancy Wheeler Argyle & Jonathan Byers Will Byers/Mike Wheeler Robin Buckley/Nancy Wheeler Robin Buckley & VickieSteve Harrington Eddie Munson Robin Buckley Murray Bauman Dustin Henderson The Party (Stranger Things) Eleven | Jane Hopper Maxine ""Max"" Mayfield Lucas Sinclair Will Byers Jonathan Byers Argyle (Stranger Things) Vickie (Stranger Things) Nancy Wheeler Mike Wheeler Alexei (Stranger Things) Jim ""Chief"" Hopper Joyce Byers Erica SinclairBisexual Steve Harrington Gay Eddie Munson Fluff Alternate Universe - Modern Setting Alternate Universe - Canon Divergence Alternate Universe - No Upside Down (Stranger Things) Underage Drinking Robin Buckley & Steve Harrington Friendship Steve Harrington is a Sweetheart Eddie Munson Has a Crush on Steve Harrington Steve Harrington Has a Sexuality Crisis Eventual Smut Bisexual Nancy Wheeler Bisexual Jonathan Byers Everyone Is Gay The Party as Family (Stranger Things) Matchmaker Murray Bauman Minor Alexei/Murray Bauman abuse of the phrase playful shove movie theater AU EVERYONE is gay read it again Mutual Pining Longing Gay Staring These idiots are in love Bad Metaphors for Identity Uh Oh One Bed I Lost Focus and had a Consensual Workplace Relationship There’s literally like no conflict except for internal trauma my bad for angst lovers but if you go to a lot of therapy you may like it|"
35,127,44377954,17 Jan 2023, Aperture by SerpentCountess  for SoooMyNamesRebecca ,English,"9,229",3/?,202,"| Teen And Up Audiences| No Archive Warnings Apply| F/F, M/M| Work in Progress|",|No Archive Warnings ApplySteve Harrington/Eddie Munson Robin Buckley/Nancy Wheeler Steve Harrington & Dustin Henderson & Eddie MunsonSteve Harrington Eddie Munson Nancy Wheeler Robin Buckley The Party (Stranger Things) Jonathan ByersPost-Stranger Things 4 Vol. 2 tagging this is gonna suck Eddie Munson Lives that's first off the bat it might not look like it at first but he does Robin Buckley & Steve Harrington Are Best Friends Protective Steve Harrington Good Babysitter Steve Harrington Steve Harrington-centric Hurt Eddie Munson Eddie Munson is a Sweetheart Dustin Henderson Needs a Hug Steve Harrington Needs a Hug Eddie Munson Needs a Hug They all need hugs spirit photography how is that not a tag? Eddie Munson in the Upside Down Uh... i'll figure the rest out as i go I'm flying by the seat of my pants i'm trying not to advertise falsely|
36,127,44345455,17 Jan 2023, Burning Sage by LateOwlRambles ,English,"8,197",2/4,403,"| General Audiences| No Archive Warnings Apply| F/M, Gen, M/M| Work in Progress|",|No Archive Warnings ApplyArgyle & Robin Buckley & Jonathan Byers & Steve Harrington & Eddie Munson & Nancy Wheeler Steve Harrington/Eddie Munson Jonathan Byers/Nancy WheelerRobin Buckley Eddie Munson Jonathan Byers Steve Harrington Argyle (Stranger Things) Nancy WheelerCamping Developing Friendships Alternate Universe - Everyone Lives/Nobody Dies Not Canon Compliant - Stranger Things 4 Vol. 2 Post-Season/Series 04 Awkward Conversations Poor Life Choices Eddie Munson Has a Crush on Steve Harrington Pre-Relationship Jealous Eddie Munson Jealous Jonathan Byers The ships aren't the main focus but they are explicitly there Tbh if you're dedicated and have your shipping goggles on you can find hints of more ships Mainly Stargyle Ronance and whatever portmanteau Eddie and Jonathan have|
37,127,43963506,17 Jan 2023, except on midnights like this by piratetattoos  for flowercrowngods ,English,652,1/1,208,| Teen And Up Audiences| No Archive Warnings Apply| Gen| Complete Work|,|No Archive Warnings ApplyRobin Buckley & Steve HarringtonRobin Buckley Steve HarringtonPost-Canon Everybody Lives Post-Traumatic Stress Disorder - PTSD Character Study The Mortifying Ordeal or something Nightmares Platonic Soulmates Disordered eating (mentioned) Versions of selves|
38,127,44349304,17 Jan 2023, Очень страшные дела by Givsen ,Русский,"33,434",7/7,339,| Explicit| No Archive Warnings Apply| M/M| Complete Work|,|No Archive Warnings ApplyEddie Kaspbrak/Richie Tozier Eddie Kaspbrak/Mike Wheeler Eddie Kaspbrak/Richie Tozier/Mike WheelerEddie Kaspbrak Richie Tozier Mike Wheeler Stanley Uris Beverly Marsh Bill Denbrough Mike Hanlon Ben HanscomAlternate Universe - College/University Romance Humor Threesome - M/M/M|
39,127,25767418,17 Jan 2023, do you think i have forgotten about you? by flowercrowngods  for piratetattoos ,English,"2,799",1/?,413,| Teen And Up Audiences| No Archive Warnings Apply| M/M| Work in Progress|,|No Archive Warnings ApplySteve Harrington/Eddie MunsonSteve Harrington Eddie Munson Robin Buckley Chrissy CunninghamAlternate Universe - Tattoo Parlor Tattoo Artist Steve Harrington Soft Steve Harrington Soft Eddie Munson Trans Eddie Munson Reunions Fluff like seriously they're so soft Strangers to Friends to Lovers Alternate Universe - Modern Setting|
40,128,44012677,17 Jan 2023, Is There Ever An End? by leavingsouls ,English,688,2/?,222,| Not Rated| No Archive Warnings Apply| Other| Work in Progress|,"|No Archive Warnings ApplyWill Byers/Mike Wheeler Maxine ""Max"" Mayfield/Lucas SinclairMike Wheeler Will Byers Eleven | Jane Hopper Maxine ""Max"" Mayfield Lucas Sinclair Dustin Henderson Karen Wheeler Nancy Wheeler Robin Buckley Joyce Byers Ted Wheeler (Stranger Things) Jim ""Chief"" HopperGay Mike Wheeler Gay Will Byers Lesbian Eleven | Jane Hopper Bisexual Maxine ""Max"" Mayfield Mike Wheeler Angst Mike Wheeler Whump Mike Wheeler Has PTSD Mike Wheeler Has ADHD Mike Wheeler Has Internalized Homophobia Mike Wheeler Has Daddy Issues Others - Freeform|"
41,128,42976773,17 Jan 2023, Dont Worry Darlin by Sleepy_princess ,English,"5,059",4/?,409,| Teen And Up Audiences| Choose Not To Use Archive Warnings| F/F| Work in Progress|,|Creator Chose Not To Use Archive WarningsRobin Buckley/Nancy WheelerNancy Wheeler Robin Buckley Chrissy Cunningham Eddie Munsonnancy is a cowgirl Not Canon Compliant Alternate Universe nancy wheeler has a horse Jealous Nancy Wheeler maybe smut haven't decided yet Robin Buckley Has a Girlfriend Nancy Wheeler is a Sweetheart nancy wheeler has a southren drawl idk what else to tag read it its cute ig|
42,128,44344327,17 Jan 2023, Adventures of Eddie and Steve by Eddywow ,English,"19,954",4/?,16376,| Explicit| Choose Not To Use Archive Warnings| M/M| Work in Progress|,|Creator Chose Not To Use Archive WarningsSteve Harrington/Eddie MunsonSteve Harrington Eddie MunsonAlternate Universe - Modern Setting Alternate Universe - No Upside Down (Stranger Things) Dom Eddie Munson Sub Steve Harrington Smut one shots i will not be adding a bunch of tags on the top of this each chapter WILL have tags and warnings make sure to read them pls|
43,128,40601226,17 Jan 2023, shape of your name on my phone by writewhereyouleftme ,English,"4,744",2/2,1765,| Mature| No Archive Warnings Apply| Multi| Complete Work|,|No Archive Warnings ApplyRobin Buckley & Steve Harrington & Eddie Munson & Nancy Wheeler Steve Harrington/Eddie Munson Robin Buckley/Nancy Wheeler Robin Buckley & Steve Harrington Eddie Munson & Nancy Wheeler Steve Harrington & Nancy WheelerRobin Buckley Steve Harrington Eddie Munson Nancy WheelerRobin Buckley & Steve Harrington Friendship Eddie Munson & Nancy Wheeler Friendship Texting Alternate Universe - Modern Setting Gay Eddie Munson Lesbian Nancy Wheeler Bisexual Steve Harrington Lesbian Robin Buckley Fluff and Crack No Plot/Plotless Neurodivergent Eddie Munson literally just their gc and a few snippets of private messages Platonic stancy frenemies robin and eddie|
44,128,44340880,17 Jan 2023, Operation Boyfriend by Noxa ,English,"7,266",11/?,10274,| Teen And Up Audiences| No Archive Warnings Apply| M/M| Work in Progress|,"|No Archive Warnings ApplyWill Byers/Original Male Character(s) Will Byers/Mike Wheeler Steve Harrington/Eddie Munson Robin Buckley/Nancy Wheeler Eleven | Jane Hopper/Mike Wheeler Will Byers & Eddie MunsonWill Byers Mike Wheeler Original Male Character(s) Steve Harrington Eleven | Jane Hopper Eddie Munson Robin Buckley Joyce Byers Maxine ""Max"" Mayfield Dustin Henderson Lucas SinclairWill gets over Mike Will loves el so much and is the best brother El has a phase but gets over it Eddie and Will bonding momma steve Mike is kind of a dick but we love him No byler endgame :( drama? Will Byers Needs a Hug Will gets the bf he deserves Angst So much angst but there will be comfort byler is canon obvi so this is an au the angst is so terrible and i sobbed while writing it im sorry in advance gay people ew I abandoned u all for so long but im back|"
45,128,44342803,17 Jan 2023, Everything He Wants. by lmitb ,English,"1,331",1/1,162,"| Not Rated| Choose Not To Use Archive Warnings| M/M, Other| Complete Work|",|Creator Chose Not To Use Archive WarningsEddie Munson/Reader reader/eddie munson Eddie Munson/Male!Reader Eddie Munson/Masc!ReaderEddie Munson Gay Eddie Munson - Character Male!Reader - Character Reader Steve Harrington Robin Buckley The Party (Stranger Things)Stranger Things - Family Video Reader Works at Family Video Tough Work Day eddie munson is GAY Eddie loves Reader to death Reader is tired Reader had a tough day working at Family Video mentions of nirvana A few years after the actions of Season 4 part 2 Set in 1988 EDDIE MUNSON IS FINE Eddie Munson Lives Established Relationship Established Eddie Munson/Reader|
46,128,44340889,17 Jan 2023, Ghost Behind My Eyes by BonitaBreezy ,English,"5,676",1/1,2509,"| Teen And Up Audiences| Major Character Death| Gen, M/M| Complete Work|",|Major Character DeathRobin Buckley & Steve Harrington Steve Harrington/Eddie MunsonRobin Buckley Steve Harrington Eddie MunsonGhost Steve Harrington Pre-Relationship pre steddie Christmas But Only a Little Bit - Freeform Ouija Gay Eddie Munson Bisexual Steve Harrington dnd 5e bc i refuse to learn the older stuff just for fic No beta we die like Barb Angst steve’s a sad dead boy Recreational Drug Use|
47,128,44341669,17 Jan 2023, Regrets by Darkimpala ,English,"1,027",1/1,186,| General Audiences| Major Character Death| M/M| Complete Work|,|Major Character DeathSteve Harrington/Eddie MunsonEddie Munson Jason Carver Steve HarringtonDead Jason Carver Heartbreak Angst Alternate Universe - Canon Divergence Hurt No Comfort Cuddling & Snuggling|
48,128,44341675,17 Jan 2023, Nothing’s Real Until You Feel by BonitaBreezy ,English,"3,460",1/1,1263,"| Teen And Up Audiences| Major Character Death| Gen, M/M| Complete Work|",|Major Character DeathRobin Buckley & Steve Harrington Steve Harrington/Eddie MunsonRobin Buckley Steve Harrington Eddie MunsonGhost Steve Harrington Pre-Relationship pre steddie Bisexual Steve Harrington Platonic Soulmates Hellfire Club|
49,128,37175218,17 Jan 2023, 27 Years Later by WhelmedBirdie_319 ,English,"82,140",13/?,4728,"| Mature| Graphic Depictions Of Violence, Major Character Death| F/M, M/M| Work in Progress|","|Graphic Depictions Of Violence Major Character DeathMaxine ""Max"" Mayfield/Lucas Sinclair Past Eleven | Jane Hopper/Mike Wheeler - Relationship Will Byers/Mike Wheeler Will Byers/Original Male Character(s) Eleven | Jane Hopper/Dan Torrance Dustin Henderson/Suzie Bill Denbrough/Audra Phillips Mike Wheeler/Original Female Character(s) Eddie Kaspbrak/Myra Kaspbrak Ben Hanscom/Beverly Marsh PAST Bill Denbrough/Beverly Marsh - Relationship Bill Denbrough/Stanley Uris Eddie Kaspbrak/Richie Tozier Patricia Blum Uris/Stanley Uris The Losers Club (IT) & The Party (Stranger Things) Richie Tozier & Mike Wheeler Will Byers & Eleven | Jane Hopper Eleven | Jane Hopper & Richie Tozier Eleven | Jane Hopper & Stanley Uris Bill Denbrough & Mike HanlonMike Hanlon Bill Denbrough Stanley Uris Richie Tozier Eddie Kaspbrak Ben Hanscom Beverly Marsh Eleven | Jane Hopper Mike Wheeler Will Byers Maxine ""Max"" Mayfield Lucas Sinclair Dustin Henderson Adrian Mellon Don Hagarty Dean (IT) Georgie Denbrough Henry Bowers Audra Phillips Patricia Blum Uris Myra Kaspbrak Suzie (Stranger Things) Original Characters Dan ""Danny"" TorranceRichie Tozier and Mike Wheeler Are Twins Gay Richie Tozier Bisexual Mike Wheeler Gay Eddie Kaspbrak Gay Will Byers Bisexual Maxine ""Max"" Mayfield Bisexual Beverly Marsh Bisexual Bill Denbrough Pansexual Stanley Uris Fix-It of Sorts 27 Years Later (IT) Pennywise is His Own Warning (IT) Henry Bowers is His Own Warning Tom Rogan is his own warning Will Byers Has Powers Siblings Will Byers & Eleven | Jane Hopper Other Additional Tags to Be Added Adult Losers Club (IT) Adult Party (Stranger Things) Past Alcohol Abuse/Alcoholism Stanley Uris Lives or does he? Implied Childhood Sexual Abuse Implied/Referenced Child Abuse The Shining References|"
50,128,43645879,17 Jan 2023, Come Back and Haunt Me by BonitaBreezy ,English,"2,073",1/1,1501,"| Teen And Up Audiences| Graphic Depictions Of Violence, Major Character Death| Gen| Complete Work|",|Graphic Depictions Of Violence Major Character DeathRobin Buckley & Steve HarringtonRobin Buckley Steve Harrington Dustin HendersonGhost Steve Harrington Hurt Steve Harrington Steve Harrington's Scoops Ahoy Uniform Alternate Universe - Canon Divergence steve dies in the russian basement Trauma Horror Platonic Soulmates|
51,128,44313529,17 Jan 2023, (you wont) miss me when im gone by dearvinny ,English,"4,541",3/3,4627,| Mature| Graphic Depictions Of Violence| M/M| Complete Work|,"|Graphic Depictions Of ViolenceThe Party & Mike Wheeler Will Byers/Mike Wheeler Mike Wheeler & Nancy Wheeler Will Byers & Eleven | Jane & Dustin Henderson & Maxine Mayfield & Lucas Sinclair & Mike Wheeler Karen Wheeler & Mike Wheeler & Nancy WheelerMike Wheeler Will Byers Nancy Wheeler Maxine ""Max"" Mayfield Jonathan Byers Dustin Henderson Lucas Sinclair Eleven | Jane Hopper Steve Harrington Robin Buckley Eddie Munsonsuicidal mike Suicidal Thoughts Eating Disorders the byers visit hawkins s4 rewrite Bisexual Mike Wheeler Mike Wheeler Loves Will Byers Vecna Possessing Mike Wheeler mike isnt doing great rn tbh mike is NOT having fun Implied/Referenced Drug Use Implied/Referenced Self-Harm Self-Hatred sorry argyle lovers hes not here|"
52,128,44342074,17 Jan 2023, You do? by eddsmuns0n ,English,574,1/1,404,| General Audiences| Choose Not To Use Archive Warnings| M/M| Complete Work|,|Creator Chose Not To Use Archive WarningsSteve Harrington/Eddie MunsonSteve Harrington Eddie MunsonEstablished Relationship Love Confessions Author Is Sleep Deprived Autistic Eddie Munson Autistic Steve Harrington I Love You Past Steve Harrington/Nancy Wheeler Hurt Steve Harrington Eddie Munson is a Sweetheart Eddie Munson Loves Steve Harrington Steve Harrington Loves Eddie Munson I Wrote This Instead of Sleeping Short & Sweet Fluff Tooth-Rotting Fluff|
53,128,44170042,17 Jan 2023, Clementine by Cupcakesofie ,English,996,1/1,128,| Mature| Choose Not To Use Archive Warnings| F/M| Complete Work|,|Creator Chose Not To Use Archive WarningsEddie Munson/You Eddie Munson & ReaderEddie Munson You Wayne MunsonAnxiety Attacks Mental Health Issues Mental Breakdown Hurt/Comfort Fluff and Hurt/Comfort|
54,128,40173756,17 Jan 2023, Dressed in All the Rings by Alviva (AlvivaChaser) ,English,"15,673",3/6,2005,| Teen And Up Audiences| Graphic Depictions Of Violence| M/M| Work in Progress|,"|Graphic Depictions Of ViolenceSteve Harrington/Eddie Munson Previous Steve Harrington/Nancy Wheeler Robin Buckley & Steve Harrington Eddie Munson & The PartyEddie Munson Steve Harrington Corroded Coffin (Stranger Things) Gareth (Stranger Things) Jeff (Stranger Things) Steve Harrington's Father Wayne Munson Eleven | Jane Hopper Jim ""Chief"" HopperAlternate Universe - Canon Divergence Eddie Munson Has a Crush on Steve Harrington Protective Eddie Munson Steve Harrington Has Bad Parents Big Brother Steve Little Sister Eleven Upside Down Style Problems TM Period-Typical Homophobia Hurt/Comfort Good Parent Wayne Munson trauma discussions No beta we die like Barb (for now) - Freeform Other Additional Tags to Be Added Werewolf Steve Harrington|"
55,128,42982596,17 Jan 2023," Things That Are Lost Go to ""Neverland"" by Currently_Underrated ",English,"15,708",7/?,2020,"| Explicit| Graphic Depictions Of Violence| F/M, M/M, Multi| Work in Progress|","|Graphic Depictions Of ViolenceEddie Munson/Original Female Character(s) Eddie Munson/You Eddie Munson/Reader Steve Harrington/Original Female Character(s) Steve Harrington/You Steve Harrington/Reader Billy Hargrove/Original Female Character(s) Billy Hargrove/You Billy Hargrove/Reader Billy Hargrove/Steve Harrington Steve Harrington/Eddie Munson Billy Hargrove/Eddie Munson Billy Hargrove/Steve Harrington/Eddie Munson/Original Female Character(s) Billy Hargrove/Steve Harrington/Eddie Munson Billy Hargrove/Steve Harrington/Eddie Munson/Reader Billy Hargrove/Steve Harrington/Eddie Munson/YouThe Party (Stranger Things) Billy Hargrove Eddie Munson Steve Harrington Nancy Wheeler Jonathan Byers Joyce Byers Eleven | Jane Hopper Jim ""Chief"" HopperReader-Insert no y/n Billy Hargrove in the Upside Down Eddie Munson in the Upside Down The Upside Down (Stranger Things) Post-Battle of Starcourt (Stranger Things) Post-Stranger Things 3 Not Canon Compliant Eventual Smut Foursome - F/M/M/M Other Additional Tags to Be Added Billy Hargrove Redemption eventually Billy Hargrove Being an Asshole Eddie Munson is a Sweetheart Billy Hargrove is Bad at Feelings Billy Hargrove Lives Eddie Munson Lives Mom Steve Harrington Canon Typical Violence Chrissy Cunningham Lives Chrissy Cunningham & Eddie Munson Friendship Chrissy Cunningham Has a Crush on Eddie Munson Starts A Little After Season 3|"
56,128,44342611,17 Jan 2023, Ichor and Nectar by common_tongue ,English,"29,571",8/8,4932,| Mature| No Archive Warnings Apply| M/M| Complete Work|,"|No Archive Warnings ApplySteve Harrington/Eddie MunsonSteve Harrington Eddie Munson Nancy Wheeler Robin Buckley Jonathan Byers Argyle (Stranger Things) Maxine ""Max"" Mayfield Will Byers Dustin Henderson Lucas Sinclair Eleven | Jane Hopper Mike Wheeler Chiron (Percy Jackson) Dionysus (Percy Jackson) Hermes (Percy Jackson) Aphrodite (Percy Jackson) Apollo (Percy Jackson) Hades (Percy Jackson)Alternate Universe - Percy Jackson yeah you heard it folks it is actually a modern day eurydice re-telling Alternate Universe - Demigods Slow Burn Friends to Lovers First Kiss Getting Together Tooth-Rotting Fluff Fluff and Hurt/Comfort Light Angst Bisexual Steve Harrington Gay Eddie Munson Son of Aphrodite Steve Harrington Son of Hermes Eddie Munson|"
57,128,44342746,17 Jan 2023, [Podfic] New York Hardcore by 3blackhearts ,English,24,1/1,361,| Explicit| Choose Not To Use Archive Warnings| M/M| Complete Work|,|Creator Chose Not To Use Archive WarningsSteve Harrington/Eddie MunsonSteve Harrington Eddie Munson Jonathan Byers Nancy Wheeler Robin BuckleyRonance if you squint jargyle if you squint even harder Punk Steve Harrington Steve moves to New York and get embroiled in the east coast hardcore scene steve deserves to be happy and go ham in the moshpit drug mention Recreational Drug Use emotional healing through angry music Anal Sex Public Blow Jobs new york in the eighties before all the cool bits got gentrified Hard of Hearing Steve Harrington background pining Bisexual Steve Harrington Gay Eddie Munson everyone is queer and nothing hurts no beta we die like king steve Blood and injury mention Touch-Starved Steve Harrington|
58,128,44342623,17 Jan 2023," be a good girl, will by bylerslevi ",English,"3,990",1/1,2901,| Not Rated| Choose Not To Use Archive Warnings| M/M| Complete Work|,|Creator Chose Not To Use Archive WarningsWill Byers/Mike WheelerWill Byers Mike WheelerSmut Making Out manipulative Mike Wheeler Underage Drinking Underage Sex Anal Sex Rough Kissing Rough Sex Forced Feminization Praise Kink Dirty Talk Verbal Humiliation Bottom Will Byers Top Mike Wheeler|
59,128,44335609,17 Jan 2023, A Change of Heart by ericaj318 ,English,"4,725",6/6,39,| Teen And Up Audiences| No Archive Warnings Apply| F/M| Complete Work|,|No Archive Warnings ApplyMartin Brenner & Original Character(s)Martin Brenner Original Female Character(s)Hurt/Comfort Eventual Smut Redemption|
60,129,44244358,16 Jan 2023, Until the Morning Light by JonahLea08 ,English,"4,205",1/1,716,| Teen And Up Audiences| Choose Not To Use Archive Warnings| M/M| Complete Work|,|Creator Chose Not To Use Archive WarningsWill Byers/Mike WheelerWill Byers Mike WheelerAlternate Universe - College/University Aged-Up Character(s) Fluff Gay Will Byers Bisexual Mike Wheeler Dancing Mild Language Will Byers Loves Mike Wheeler Mike Wheeler Loves Will Byers How Do I Tag|
61,129,44339341,17 Jan 2023," My Baby's sweet as can be, (He gives me toothaches just from kissin' me) by 2lowfor0 ",English,"4,188",1/2,1009,"| Mature| Choose Not To Use Archive Warnings| M/M, Multi| Work in Progress|",|Creator Chose Not To Use Archive WarningsBilly Hargrove/Steve Harrington Billy Hargrove/Original Male Character(s)Steve Harrington Billy Hargrove Original Male Character Nancy Wheeler Robin BuckleyAngst Steve Harrington is a Sweetheart Misunderstandings Concerts Metallica - Freeform Steve loves Billy Hargrove Gay Billy Hargrove Billy Hargrove is Bad at Feelings Billy Hargrove Tries to Be a Better Person Steve Harrington is dating Billy Hargrove Possessive Billy Hargrove Jealous Steve Harrington Insecure Steve Harrington concert tickets Gifts Smut slight Dom sub Bottom Steve Harrington Top Billy Hargrove Sub Steve Harrington Praise Kink Billy fucks up a bit and just wants to make it all better Apologies Hand Jobs Hair-pulling Fluff Robin Buckley is a Sweetheart Billy Hargrove is Bad at Communicating Cum Eating Blow Jobs slight degradation Sad I made myself sad reading this Steve thinks he's not good enough robin cares for her bestfriend protective bestfriend referenced cheating but no actual cheating|
62,129,44336017,17 Jan 2023, Hold Yourself (Beneath The Brine) by Angie_AshF3rn ,English,"5,146",2/6,1170,"| Teen And Up Audiences| Graphic Depictions Of Violence, Major Character Death| F/M, F/F, Multi| Work in Progress|","|Graphic Depictions Of Violence Major Character DeathMaxine ""Max"" Mayfield/Lucas Sinclair Eleven | Jane Hopper/Maxine ""Max"" Mayfield Eleven | Jane Hopper/Maxine ""Max"" Mayfield/Lucas SinclairMaxine ""Max"" Mayfield Lucas Sinclair Mike Wheeler Will Byers Dustin Henderson Steve Harrington Eleven | Jane Hopper Nancy Wheeler Jonathan Byers Jim ""Chief"" Hopper Joyce Byers Billy HargroveMaxine ""Max"" Mayfield Needs a Hug Song: Beneath The Brine (The Family Crest) BAMF Maxine ""Max"" Mayfield Protective Maxine ""Max"" Mayfield Maxine ""Max"" Mayfield-centric Will Byers & Maxine ""Max"" Mayfield Friendship Billy Hargrove Being an Asshole Other Additional Tags to Be Added Maxine “Max” Mayfield has PTSD Hurt Maxine ""Max"" Mayfield Time Loop|"
63,129,44338075,17 Jan 2023, Took an Oath by the Blood of my Hand (Won't Break it) by tesseract_slytherin ,English,"1,355",3/?,493,"| Teen And Up Audiences| Graphic Depictions Of Violence| F/F, F/M, M/M| Work in Progress|","|Graphic Depictions Of ViolenceWill Byers/Mike Wheeler Stanley Barber & Sydney Novak Sydney Novak & Mike WheelerMike Wheeler Stanley Barber Sydney Novak Will Byers Nancy Wheeler Jonathan Byers Dina (I Am Not Okay with This) Joyce Byers Jim ""Chief"" HopperGay Mike Wheeler Bisexual Stanley Barber Lesbian Sydney Novak Trans Mike Wheeler Nonbinary Sydney Novak Mike Wheeler Has Powers Mike Wheeler Loves Will Byers Mike Wheeler-centric Vecna Possessing Mike Wheeler|"
